"Fecha","Ultimo","Apertura","Diferencia","Maximo","Minimo","Volumen"
30/01/09,"8450,4","8456,7","-0,30%","8511,9","8326,4",274688
29/01/09,"8477,4","8650,3","-2,60%",8665,"8403,1",245641
28/01/09,"8701,5","8413,5","4,20%","8733,3","8396,3",350622
27/01/09,"8349,5","8408,2","-0,30%","8410,6",8169,251476
26/01/09,"8375,2","8106,5","2,50%","8420,5","8091,5",267913
23/01/09,"8172,8","8152,6","0,20%","8208,3","7981,7",224778
22/01/09,"8159,3",8381,"-0,90%","8451,2","8117,1",249726
21/01/09,"8230,7","8212,4","-0,60%","8388,9","8077,1",330428
20/01/09,"8276,5","8462,5","-2,60%","8617,3","8223,7",299846
19/01/09,"8494,8","8739,1","-1,50%","8788,3","8389,9",229423
16/01/09,"8620,1","8778,3","0,10%",8884,"8620,1",243227
15/01/09,"8611,1","8685,9","-0,90%","8735,8","8500,4",249813
14/01/09,"8692,7","9132,1","-4,00%","9138,3","8594,2",313586
13/01/09,"9057,3","9098,8","-1,60%","9111,6","8920,2",249684
12/01/09,"9199,9","9329,5","-1,90%","9350,6","9179,2",179112
09/01/09,"9378,5","9527,7","-1,00%",9529,"9309,5",194912
08/01/09,"9469,5","9452,7","-1,10%","9576,1","9357,7",230508
07/01/09,9570,"9726,2","-1,60%","9726,2","9503,8",209216
06/01/09,9724,"9677,1","0,80%",9800,"9617,8",133190
05/01/09,"9644,1","9543,4","1,70%","9644,1","9506,3",199864
02/01/09,"9486,3",9262,"3,20%","9486,3","9219,1",155226
30/12/08,"9195,8","9081,8","2,00%","9195,8","9068,1",142428
29/12/08,"9017,7",9081,"-0,60%","9138,2","8955,3",124971
23/12/08,"9068,5","9075,3","-0,30%","9186,8","9040,8",123862
22/12/08,"9098,9","9232,3","-1,80%","9234,6","9095,2",178756
19/12/08,"9268,4",9152,"0,10%","9332,9","9099,3",330596
18/12/08,"9257,8","9219,6","0,70%","9327,9","9202,3",268667
17/12/08,"9196,9","9281,5","0,30%","9282,9","9047,4",252508
16/12/08,"9167,7","9010,4","1,60%","9167,7","8995,5",197747
15/12/08,"9023,9","8994,3","0,50%","9111,9",8930,233734
12/12/08,"8975,5",8881,"-2,30%","8975,5",8711,251140
11/12/08,"9182,6","9140,5","0,30%","9249,4",9020,198657
10/12/08,"9152,4",9070,"1,00%","9162,9","8975,1",204473
09/12/08,"9063,1",8973,"0,30%","9125,8","8894,9",285906
08/12/08,"9036,5","8893,5","6,40%",9062,"8825,2",214761
05/12/08,"8491,2","8696,4","-3,90%","8743,3","8409,3",247041
04/12/08,"8836,1","8815,1","-0,50%","9113,2","8699,6",276732
03/12/08,"8879,9","8781,9","0,50%",8927,"8646,1",209197
02/12/08,"8834,7","8359,5","3,80%","8834,7","8293,2",313133
01/12/08,"8510,5",8914,"-4,50%","8914,4","8423,9",229886
28/11/08,"8910,6","8885,8","0,70%","8920,5","8726,2",203997
27/11/08,"8849,3","8727,5","2,30%","8862,2","8720,3",242014
26/11/08,"8654,1",8586,"-0,50%","8719,8",8461,273402
25/11/08,"8696,6","8533,9","0,90%","8861,8","8453,5",331075
24/11/08,"8622,6","8173,7","8,10%","8622,6","8093,2",344966
21/11/08,"7974,4","8062,9","-0,20%","8240,5","7862,4",371182
20/11/08,"7988,4","7995,9","-2,70%","8072,8","7830,9",412693
19/11/08,"8211,5","8532,1","-3,70%",8536,"8211,5",280800
18/11/08,"8530,8","8480,8","0,40%","8532,7","8268,6",267300
17/11/08,"8498,8","8788,6","-3,80%","8827,2","8416,5",299348
14/11/08,"8832,2",9068,"1,00%","9069,2","8796,7",242510
13/11/08,"8740,6","8684,5","1,10%","8823,3","8525,9",244823
12/11/08,"8646,8","9070,1","-3,00%","9083,1","8604,6",299968
11/11/08,"8911,9","9123,3","-4,10%","9171,4","8906,5",267448
10/11/08,"9293,8","9484,3","-0,50%","9525,8","9268,2",241829
07/11/08,"9343,5","9153,1","2,30%","9392,3","9013,7",220149
06/11/08,"9133,9",9362,"-6,30%","9577,7",9111,288530
05/11/08,"9744,7","9631,3","0,20%","9883,8","9507,7",278544
04/11/08,"9726,8","9279,3","5,40%","9726,8",9242,311914
03/11/08,"9231,8","9185,8","1,30%","9231,8","8977,4",225602
31/10/08,9116,"8843,3","3,30%","9137,7","8686,6",259139
30/10/08,"8822,9","8812,7","2,00%","8964,5",8695,328122
29/10/08,"8650,1","8376,3","9,40%","8650,1","8260,3",452412
28/10/08,"7905,4","8221,4","-1,30%","8244,7","7820,1",368813
27/10/08,8060,7977,"-3,50%","8186,8","7737,2",270605
24/10/08,"8353,2",8445,"-5,20%","8496,6","7991,9",409578
23/10/08,"8811,2","9007,9","-2,00%",9046,"8419,2",433514
22/10/08,"8995,3","9584,1","-8,20%","9594,5","8927,5",487372
21/10/08,9795,"10105,1","-1,50%","10105,1","9716,9",306270
20/10/08,"9944,3","9900,7","3,00%","9944,3","9758,5",308075
17/10/08,"9655,2","9799,3","3,70%","9800,7","9345,2",372295
16/10/08,"9308,2","9305,3","-4,10%",9700,"9146,6",394279
15/10/08,"9706,8","10143,8","-5,10%","10200,2",9594,328695
14/10/08,"10224,5","10308,6","2,70%","10573,1","10032,2",394111
13/10/08,"9955,7","9559,3","10,60%","9955,7","9357,2",407592
10/10/08,"8997,7","9443,1","-9,10%","9462,3",8835,596492
09/10/08,"9902,9","10411,9","-3,80%","10535,8","9820,5",394966
08/10/08,"10297,6","10612,3","-5,20%","10905,5",10155,480998
07/10/08,10862,"10935,7","1,30%","11128,8","10644,3",359510
06/10/08,10726,"11210,2","-6,10%","11214,5","10710,9",324467
03/10/08,"11418,5","11047,4","3,80%","11441,5","10964,7",294334
02/10/08,"11002,3","11186,1","-1,60%","11364,4","10978,9",306684
01/10/08,"11182,5","11064,3","1,80%","11182,5","10956,6",273261
30/09/08,"10987,5","10744,7","0,40%","11052,7","10672,6",319740
29/09/08,"10945,7","11395,9","-3,90%","11397,6","10916,6",277181
26/09/08,"11387,9","11302,5","-0,40%",11462,"11239,3",215260
25/09/08,"11438,6","11154,5","2,90%","11472,1","11131,4",249096
24/09/08,"11112,9","11298,8","-0,60%","11298,8","11089,8",217311
23/09/08,"11176,5","11302,2","-1,30%","11313,5","11088,7",308495
22/09/08,"11328,5","11596,1","-2,00%","11599,3","11328,5",313128
19/09/08,"11557,9","10779,4","8,70%","11557,9","10779,4",708058
18/09/08,"10631,6",10629,"-0,30%","10855,2","10571,1",363848
17/09/08,"10661,4","11021,4","-2,30%","11108,6","10639,1",374829
16/09/08,"10911,5","10778,3","0,10%","11015,9","10651,6",542057
15/09/08,10899,"11031,4","-4,50%","11160,1","10819,7",464134
12/09/08,11412,"11252,4","2,50%",11416,"11177,6",232877
11/09/08,"11136,5","11148,5","-0,40%","11212,7","10980,2",232013
10/09/08,"11180,8","11334,8","-1,50%","11344,1","11125,1",311426
09/09/08,11350,"11512,9","-1,80%","11610,7","11289,1",258247
08/09/08,"11554,2","11343,1","3,70%","11657,5","11343,1",272448
05/09/08,"11139,7","11409,5","-3,00%","11414,2","11118,5",309641
04/09/08,"11480,1","11850,1","-3,10%","11859,8","11476,4",234580
03/09/08,"11849,1",11821,"-0,50%",11932,"11749,7",194233
02/09/08,"11903,9","11705,6","1,80%","11936,3","11634,3",199067
01/09/08,"11693,8","11607,5","-0,10%","11745,2","11580,1",108965
29/08/08,"11707,3","11685,2","0,40%",11742,"11618,9",163183
28/08/08,"11662,6","11464,7","1,60%","11687,3","11408,4",178944
27/08/08,"11479,6","11399,5","0,50%",11546,"11320,7",174657
26/08/08,"11419,9",11272,"0,80%","11440,5","11218,9",146956
25/08/08,"11327,1","11453,9","-1,50%",11459,"11326,4",98877
22/08/08,"11497,3","11225,6","2,50%","11506,6","11200,7",138704
21/08/08,"11217,4","11319,7","-1,40%","11322,2","11185,5",150007
20/08/08,"11379,9","11373,3","0,40%","11422,1","11251,9",188766
19/08/08,"11335,3","11536,8","-2,90%","11550,6","11333,5",184614
18/08/08,"11677,5","11674,2","-0,10%","11784,3","11539,6",113834
15/08/08,"11686,1","11648,5","0,70%",11712,11587,206450
14/08/08,"11606,8",11742,"-0,80%","11776,3","11527,6",183726
13/08/08,"11695,4","11904,3","-2,50%","11956,9","11691,1",193474
12/08/08,"11996,1","12008,6","-0,40%","12078,7","11912,8",179214
11/08/08,"12047,7","11806,1","2,10%","12047,7","11748,5",151362
08/08/08,"11799,9",11667,"0,70%","11831,2","11612,1",167849
07/08/08,"11717,5","11704,3","-0,50%","11896,6",11684,183224
06/08/08,"11774,4","11820,4","0,20%","11832,1","11647,7",196345
05/08/08,"11751,4","11536,2","2,70%","11751,5","11473,8",223927
04/08/08,"11447,6","11556,1","-1,10%","11580,4","11410,1",161099
01/08/08,"11569,5",11719,"-2,60%","11776,8","11558,4",222510
31/07/08,"11881,3","11887,4","0,50%","11977,5","11775,1",297903
30/07/08,"11817,9","11787,5","1,10%","11922,3","11740,7",273038
29/07/08,"11683,8","11323,4","1,70%","11696,3","11320,7",288269
28/07/08,"11484,6","11573,8","-0,90%","11640,3","11473,7",210395
25/07/08,"11589,9","11556,5","-0,70%","11592,7",11459,224161
24/07/08,"11675,1",12003,"-2,20%","12013,9","11667,4",259178
23/07/08,"11934,9","11814,3","2,80%","11951,6","11773,9",290601
22/07/08,"11610,1","11721,5","-1,50%","11734,6","11372,2",342078
21/07/08,"11784,6","11867,4","-0,90%","11939,3","11692,8",239483
18/07/08,"11895,3","11610,4","2,20%","11928,7","11493,5",307416
17/07/08,"11642,1","11453,6","3,10%","11709,5","11441,8",362622
16/07/08,"11287,7","11160,8","1,20%","11329,5","11018,6",293244
15/07/08,"11151,6","11327,6","-2,50%","11345,8","10932,4",324901
14/07/08,11443,"11448,8","0,50%","11602,3",11443,226365
11/07/08,"11383,5","11837,8","-3,00%","11844,6","11380,9",250453
10/07/08,"11739,5","11797,9","-2,20%","11892,4","11699,5",228108
09/07/08,"11999,8","11923,7","1,70%","11999,8",11855,283206
08/07/08,"11794,7","11732,6","-1,60%","11943,3","11682,6",286504
07/07/08,"11982,2","11869,3","1,80%","12005,8","11815,5",253235
04/07/08,"11765,9","12009,8","-1,80%","12021,8","11695,8",214805
03/07/08,"11980,1","11712,5","1,00%","12032,7","11629,7",334206
02/07/08,"11856,9","11777,9","0,70%","11957,2","11682,1",300430
01/07/08,"11770,9","12028,5","-2,30%","12035,2","11642,3",284727
30/06/08,"12046,2","12092,5","-0,40%","12135,9","11874,5",274862
27/06/08,"12089,8","12031,9","0,10%","12145,3","11885,1",271301
26/06/08,"12077,7","12374,7","-3,00%","12375,2","12076,5",255119
25/06/08,"12446,1","12260,5","2,00%","12446,1","12259,4",275436
24/06/08,"12205,6",12405,"-1,60%","12460,9",12132,260945
23/06/08,"12403,4","12370,3","-0,10%","12493,5","12327,1",236613
20/06/08,"12412,5","12630,1","-1,40%","12639,8","12307,5",419938
19/06/08,12585,"12551,8","-0,40%","12728,5","12549,5",286702
18/06/08,"12631,5","12848,8","-2,00%","12852,2",12538,247368
17/06/08,"12885,1","12880,9","0,50%","12992,2","12839,7",210192
16/06/08,"12826,6","12996,9","-1,30%","13049,7","12728,1",251202
13/06/08,"12998,7",12848,"1,10%","13022,7","12726,9",253603
12/06/08,"12853,3","12608,9","2,10%","12853,3","12598,4",306620
11/06/08,"12584,3","12789,5","-1,30%","12913,5","12562,3",307823
10/06/08,"12755,2","12679,2","-0,50%","12841,9","12622,2",273700
09/06/08,"12823,9","12815,9","-0,70%","12889,4","12690,7",260335
06/06/08,"12909,8","13332,2","-2,50%",13379,"12902,4",261586
05/06/08,"13239,3","13378,9","-0,80%","13415,7","13187,4",200932
04/06/08,"13341,2","13343,7","-0,70%","13383,6","13173,7",236803
03/06/08,"13431,7","13264,9","1,00%","13451,5","13216,9",239761
30/05/08,"13600,9",13582,"0,50%","13630,7","13540,7",244031
29/05/08,"13539,5","13573,3","0,30%","13631,7","13430,1",211913
28/05/08,"13499,2","13504,6","0,40%","13598,8","13397,9",218867
27/05/08,"13451,4","13624,1","-1,00%","13664,2","13445,1",218088
26/05/08,"13583,7","13524,3","0,00%",13614,"13514,2",96113
23/05/08,"13577,6","13863,4","-2,00%","13863,6","13577,6",198771
22/05/08,13852,"13742,3","0,00%","13886,3","13667,3",274012
21/05/08,"13857,2","14047,3","-1,00%","14049,2","13803,1",208521
20/05/08,"13992,1","14158,4","-1,80%","14166,7","13973,6",196396
19/05/08,"14247,6","14148,9","0,90%","14247,6","14110,2",149372
16/05/08,"14124,8","14255,2","-0,40%","14301,3","14078,2",235072
15/05/08,"14186,4","14145,4","0,00%","14186,4","14078,9",145935
14/05/08,"14187,2","14068,3","1,20%","14214,6","14033,2",200337
13/05/08,"14016,4","14111,6","-0,30%","14138,5","13959,3",189896
12/05/08,"14053,9","13991,4","0,80%","14108,4","13987,4",149216
09/05/08,"13945,1","14000,3","-0,90%","14015,2","13843,9",206104
08/05/08,14074,13898,"0,30%",14074,"13881,3",185527
07/05/08,"14026,8","14036,9","0,10%","14091,3","14004,1",179006
06/05/08,"14005,8","14071,3","-0,50%","14120,3","13884,5",218236
05/05/08,14074,"14049,2","0,10%","14122,8",13974,114478
02/05/08,14060,"13916,2","1,90%","14169,2","13913,4",248564
30/04/08,"13798,3","13698,4","0,70%","13798,3","13561,2",186029
29/04/08,"13707,2","13803,1","-1,20%","13834,8","13668,8",205023
28/04/08,"13877,8","13766,8","0,80%","13904,2","13766,8",184979
25/04/08,13734,"13731,3","0,50%","13832,6","13693,7",161347
24/04/08,"13669,2","13633,7","0,00%","13669,2","13426,6",232638
23/04/08,13663,13617,"0,50%",13683,"13466,2",280944
22/04/08,"13593,4","13681,3","-1,00%","13696,3","13537,3",202915
21/04/08,"13728,9","13927,2","-1,40%","13933,2","13677,2",207199
18/04/08,"13924,9","13631,7","2,60%","13945,7","13621,2",234763
17/04/08,"13568,7","13673,2","-0,50%","13681,5","13537,7",191418
16/04/08,"13637,6","13528,8","1,70%","13652,1","13442,3",208019
15/04/08,"13408,9","13274,2","1,90%","13444,9","13263,1",240526
14/04/08,"13160,3","13214,8","-0,90%","13241,6","13106,8",211077
11/04/08,"13278,3","13570,3","-1,70%","13613,7","13226,4",218917
10/04/08,"13507,9","13560,2","-0,70%",13566,"13309,5",220464
09/04/08,13599,13692,"-1,20%","13734,5","13579,1",208214
08/04/08,"13759,4","13861,2","-1,20%","13862,6",13675,190092
07/04/08,"13919,6","13906,7","0,50%","14019,6",13863,205198
04/04/08,"13846,4","13777,4","0,80%","13846,4","13695,3",333798
03/04/08,"13738,9","13839,5","-0,70%","13844,7","13619,9",239887
02/04/08,"13838,7","13782,9","1,00%","13841,5","13692,5",259315
01/04/08,"13699,1","13205,6","3,20%","13699,1",13194,284852
31/03/08,13269,"13359,3","-1,30%","13370,3","13181,1",256057
28/03/08,"13442,4","13556,9","-0,70%","13578,5","13413,4",217510
27/03/08,"13537,9","13357,5","1,00%","13596,4",13355,253702
26/03/08,13403,"13377,8","-0,20%","13426,6","13299,9",255309
25/03/08,"13434,2","13370,4","3,60%","13434,2","13304,9",329780
20/03/08,"12964,2","12840,2","0,00%","13048,6","12790,2",413500
19/03/08,"12964,7","13152,1","-0,50%",13196,"12874,3",308882
18/03/08,"13030,5","12891,6","3,00%",13037,"12780,1",273197
17/03/08,12656,"12678,1","-2,80%","12871,9","12638,4",324511
14/03/08,"13021,4","13088,7","-0,40%","13312,5","12905,3",291833
13/03/08,"13073,2","12925,8","-0,40%","13106,2","12848,8",338565
12/03/08,"13131,3","13272,3","0,60%","13291,6","13080,3",298683
11/03/08,"13056,1","12743,7","3,20%",13138,"12713,2",361470
10/03/08,12655,12673,"-0,30%","12835,2","12571,4",290177
07/03/08,"12691,3","12673,6","-0,90%","12818,7","12583,5",312122
06/03/08,"12803,3","12981,8","-1,10%","12993,7","12746,5",283140
05/03/08,"12948,1","12731,8","2,50%","12968,7","12682,5",273461
04/03/08,"12630,1","12913,1","-1,80%",12957,"12584,8",281939
03/03/08,"12862,5",12998,"-2,30%","13020,7","12829,5",277487
29/02/08,"13170,4",13204,"-0,80%",13306,"13055,8",377767
28/02/08,"13395,6","13398,6","-0,40%","13439,5","13378,5",45829
27/02/08,"13454,3","13461,2","0,10%","13505,5","13255,4",261431
26/02/08,"13436,6","13222,4","2,10%","13444,7","13182,4",263903
25/02/08,"13156,6","13141,8","1,10%","13180,3","12995,4",233698
22/02/08,"13017,5","13055,4","-1,20%","13155,3","12960,9",258141
21/02/08,13173,"13150,7","0,70%","13288,1","13116,2",220059
20/02/08,"13080,4","13096,8","-1,40%","13138,9","12998,2",298019
19/02/08,"13269,7",13260,"-0,30%",13393,13044,272725
18/02/08,"13312,2","13155,5","1,80%","13347,2","13147,4",194907
15/02/08,"13073,9","13292,9","-1,80%","13381,5","12979,7",343545
14/02/08,"13313,2","13420,7","0,40%","13455,9",13252,270404
13/02/08,"13266,7","13137,1","0,10%","13342,1","13095,8",290463
12/02/08,"13254,7","12926,7","3,40%","13254,7","12808,7",305415
11/02/08,"12818,8","12830,1","-0,90%","13029,2","12774,1",229837
08/02/08,"12934,8","12964,5","0,40%","13068,1","12768,7",271384
07/02/08,"12889,5","13010,7","-1,10%","13060,5","12724,3",337059
06/02/08,"13037,3","12739,4","1,70%","13084,9","12721,4",362511
05/02/08,"12814,7","13464,1","-5,20%","13466,3","12781,5",393765
04/02/08,"13515,7","13608,3","0,20%","13652,1","13476,5",296301
01/02/08,"13494,7","13440,7","2,00%",13550,"13320,4",348195
31/01/08,13229,"13281,5","0,10%","13338,5","12958,3",401065
30/01/08,"13217,1","13185,1","-0,20%","13381,3","13117,7",293325
29/01/08,"13246,6","13120,9","1,70%",13309,"13050,3",297284
28/01/08,"13026,7","12880,3","-0,90%","13080,1","12813,1",264809
25/01/08,"13141,1","13295,5","0,30%",13491,"13100,4",378551
24/01/08,"13106,7","12556,6","7,00%","13106,7","12490,6",463638
23/01/08,"12254,6",13020,"-4,60%","13038,1","12164,1",488266
22/01/08,"12839,7","12509,3","1,70%","12909,2","11937,2",551524
21/01/08,"12625,8","13477,1","-7,50%","13494,4","12625,8",545254
18/01/08,"13655,4","13740,1","-0,90%","13997,4","13608,2",410002
17/01/08,"13775,6","13981,7","-0,30%",13995,"13731,2",317892
16/01/08,"13817,1","13806,3","-0,90%","14054,8","13687,6",497910
15/01/08,"13945,2","14362,9","-3,40%","14394,9","13945,2",353983
14/01/08,"14431,9",14398,"-0,20%","14540,9","14343,4",261310
11/01/08,14458,"14501,9","-0,50%","14568,7","14428,7",296436
10/01/08,14524,"14672,4","-0,50%","14684,9","14480,1",320164
09/01/08,"14603,5","14577,9","-0,50%","14665,1","14471,2",338570
08/01/08,"14715,8","14707,3","0,30%","14753,5","14673,9",168682
07/01/08,14667,"14551,7","0,40%","14701,5","14529,5",280828
04/01/08,"14602,3","14794,3","-1,70%","14867,1",14511,330447
03/01/08,"14856,5","14966,1","-1,00%","15016,4","14769,6",335703
02/01/08,"15002,5","15101,9","-1,20%",15186,"14971,4",190507
28/12/07,"15182,3",15202,"-0,50%","15251,7","15124,9",175446
27/12/07,"15256,2","15344,2","-0,20%","15397,9","15178,7",190293
21/12/07,"15289,3","15299,2","1,00%","15348,3","15233,8",345189
20/12/07,"15140,2","15213,5","-0,20%","15271,8","15107,4",219813
19/12/07,"15177,1","15329,6","-0,70%","15350,7","15177,1",251452
18/12/07,"15282,1","15282,9","-0,20%","15441,4","15276,1",214312
17/12/07,"15318,5","15404,4","-1,70%","15444,5","15302,7",212447
14/12/07,"15575,7","15564,1","0,50%","15596,2","15429,5",197864
13/12/07,"15499,2","15755,6","-2,30%","15757,1","15486,5",263502
12/12/07,15860,"15719,4","-0,20%","15983,4","15679,2",253187
11/12/07,"15890,5","15903,5","0,40%","15906,8","15771,8",175267
10/12/07,"15832,7","15760,9","0,10%","15892,7","15739,9",196318
07/12/07,"15819,6","15786,1","0,80%","15855,5","15759,5",185595
00:00:00,"15695,9","15889,5","-0,70%","15901,4","15667,1",178746
05/12/07,"15802,2","15805,8","0,60%","15849,2","15737,6",202136
04/12/07,"15708,2","15715,5","-0,20%",15804,15615,222204
03/12/07,15735,"15767,1","-0,20%","15846,5",15710,175636
30/11/07,"15759,9","15660,5","0,70%","15799,2","15643,5",287711
29/11/07,"15656,6","15666,1","0,60%","15692,6","15485,1",257570
28/11/07,"15566,5","15392,6","1,60%","15592,6","15229,4",293572
27/11/07,"15315,6","15287,4","-0,10%","15346,2","15165,1",278561
26/11/07,"15330,2","15476,8","-0,40%","15575,3",15294,229019
23/11/07,"15392,2",15318,"0,50%","15400,8",15267,210365
22/11/07,"15317,1","15416,9","-0,30%","15456,8","15272,4",204169
21/11/07,"15364,5","15550,7","-2,10%","15568,2","15294,7",267686
20/11/07,15700,"15622,1","1,00%",15700,"15485,8",278274
19/11/07,"15539,3","15770,3","-1,50%","15935,3","15539,3",272245
16/11/07,15769,"15634,4","0,30%","15826,2",15560,290675
15/11/07,"15725,8","15795,9","-0,50%",15871,15661,278672
14/11/07,"15808,9","15913,9","0,00%","15943,6","15754,2",272081
13/11/07,"15814,8","15710,6","0,30%","15824,5","15634,4",259626
12/11/07,"15774,7","15660,5","0,30%","15821,9","15648,4",239922
09/11/07,"15731,2","15999,2","-1,30%","16040,4","15682,7",278413
08/11/07,"15945,7","15647,2","0,70%","15968,4","15612,6",387170
07/11/07,"15841,9","15920,5","-0,30%","15955,3","15640,2",267579
06/11/07,"15895,4","15925,5","0,40%","15966,4","15868,6",201298
05/11/07,"15825,9","15708,8","0,00%","15846,4","15685,5",235020
02/11/07,"15823,7","15652,1","0,40%","15862,6","15652,1",248639
01/11/07,"15759,6","15864,1","-0,80%","15928,3","15622,6",208210
31/10/07,"15890,5","15794,4","0,70%","15897,3",15729,286439
30/10/07,"15738,5","15716,6","0,00%","15781,2","15676,6",147212
29/10/07,"15758,5","15703,6","1,00%","15775,6","15680,7",151501
26/10/07,"15603,9","15436,4","1,40%","15652,7","15418,7",242457
25/10/07,15386,"15393,2","1,00%","15407,8","15323,5",243533
24/10/07,"15231,3","15417,9","-1,30%","15443,1","15187,5",224054
23/10/07,"15429,6","15398,2","0,70%","15479,5","15363,7",258231
22/10/07,"15327,8","15254,6","-1,30%","15363,1","15199,3",239518
19/10/07,"15529,7","15476,3","0,10%","15627,3","15472,1",268640
18/10/07,"15507,1","15478,7","0,50%","15569,6","15406,2",304161
17/10/07,"15430,5",15272,"1,00%","15489,3","15218,1",298224
16/10/07,"15279,7","15156,8","0,60%","15309,5","15114,6",267262
15/10/07,"15187,5","15275,9","-0,50%",15310,"15185,1",319365
12/10/07,"15261,3","15056,7","1,10%","15264,2","14991,6",265736
11/10/07,15100,14912,"1,60%","15142,2","14877,8",311423
10/10/07,"14863,8","14884,3","0,00%","14917,2","14807,9",197786
09/10/07,"14862,7","14810,8","0,40%","14907,3","14754,6",210832
08/10/07,14809,"14915,2","-0,60%","14921,3","14801,6",132430
05/10/07,"14892,1","14741,8","1,20%","14900,4","14712,6",189912
04/10/07,14718,"14754,3","-0,40%","14801,8",14711,262903
03/10/07,"14783,8","14755,6","0,00%","14800,3","14723,3",200738
02/10/07,14790,"14722,1","1,30%","14817,6",14697,282160
01/10/07,14603,14519,"0,20%","14629,1","14443,9",263987
28/09/07,"14576,5",14577,"0,00%","14618,4","14460,3",212388
27/09/07,"14581,6","14614,7","0,50%","14704,5","14550,9",230562
26/09/07,"14513,7","14376,6","1,40%","14552,7","14373,8",222262
25/09/07,"14311,9","14408,1","-1,30%","14446,1",14224,195564
24/09/07,"14494,7","14439,4","0,30%","14550,2",14404,145282
21/09/07,"14450,6","14395,2","0,20%","14550,1","14383,6",281428
20/09/07,"14427,1","14400,1","-0,50%","14458,2","14342,5",214741
19/09/07,"14494,8","14338,5","3,20%","14537,5","14314,8",379612
18/09/07,14042,"13594,6","2,50%","14045,7","13594,6",276072
17/09/07,"13696,9","13819,3","-1,20%","13822,2","13519,1",276090
14/09/07,13861,"14017,5","-1,50%","14025,5","13765,9",230971
13/09/07,"14077,8","13928,9","0,70%","14101,4","13835,2",251450
12/09/07,"13980,4","13950,4","0,10%","13992,7","13838,5",226827
11/09/07,"13965,5","13833,8","1,70%","13991,7","13775,9",200468
10/09/07,"13726,3",13862,"-1,10%","13935,8","13703,6",244191
07/09/07,"13873,4","14148,8","-2,30%","14210,1","13816,3",273606
06/09/07,"14198,4","14281,2","-0,30%","14345,7","14050,5",249355
05/09/07,"14240,1","14545,9","-2,40%","14562,1","14240,1",201626
04/09/07,"14590,1","14475,9","0,30%","14593,1","14437,8",154430
03/09/07,"14546,9","14517,7","0,50%","14561,1","14467,1",99078
31/08/07,"14479,8","14380,2","1,20%",14529,"14370,5",183595
30/08/07,"14313,4","14285,9","0,90%","14346,1","14127,1",156239
29/08/07,"14183,6","14034,1","0,40%","14209,3","14014,1",167239
28/08/07,"14124,8","14294,3","-1,30%","14300,5","14091,1",149285
27/08/07,"14305,5","14388,6","-0,20%","14403,4","14291,5",87355
24/08/07,"14334,4","14201,5","0,30%",14350,"14195,1",114483
23/08/07,"14292,5","14461,5","-0,50%","14482,1","14292,5",153106
22/08/07,"14359,2","14297,6","0,80%","14412,2","14287,4",148806
21/08/07,"14239,8",14288,"-0,20%","14324,2","14067,1",167459
20/08/07,"14269,1","14277,9","0,20%","14381,3","14228,9",179912
17/08/07,"14237,5","13936,8","1,80%","14375,6","13841,6",318933
16/08/07,"13979,7","14254,1","-3,70%","14295,7","13959,9",289591
15/08/07,"14520,5","14442,9","-0,20%","14547,5","14367,1",163503
14/08/07,"14553,1","14606,7","-1,20%","14733,4","14519,5",189759
13/08/07,"14731,8","14568,7","1,90%",14754,"14552,1",204949
10/08/07,"14453,9","14604,2","-2,60%","14703,5","14434,2",332877
09/08/07,"14838,3","14955,7","-1,10%","14988,8","14755,7",286278
08/08/07,"15004,2","14721,7","2,40%","15028,7","14719,6",226228
07/08/07,"14652,9","14580,9","1,50%",14655,"14522,7",160003
06/08/07,"14432,1","14404,9","-0,70%","14539,3","14385,3",178395
03/08/07,"14534,3","14712,6","-1,00%","14719,5","14533,9",184937
02/08/07,"14678,6",14677,"0,60%",14756,"14626,2",212142
01/08/07,"14595,7","14508,9","-1,40%","14733,5","14441,8",294857
31/07/07,"14802,4","14617,8","2,00%","14802,4","14604,1",221127
30/07/07,"14507,9","14603,4","-0,50%","14650,3","14462,3",195278
27/07/07,"14587,5","14389,5","0,30%","14655,5","14378,7",257565
26/07/07,"14540,4","14984,6","-2,70%","15012,9","14540,1",305510
25/07/07,"14937,7","14846,6","0,20%","15036,9","14774,9",244681
24/07/07,"14913,3","15020,6","-1,00%","15135,2","14869,4",215883
23/07/07,"15056,7","14933,9","0,80%","15056,7",14875,142001
20/07/07,"14930,1","15196,7","-1,80%","15249,7","14925,8",236399
19/07/07,"15207,3","15136,1","1,00%","15297,2","15123,5",209537
18/07/07,"15058,6","15047,3","-0,60%","15197,4","15037,8",211436
17/07/07,"15153,8","15077,1","0,30%","15168,5","15047,9",204487
16/07/07,"15110,4","15041,4","0,60%","15117,6","15009,9",161061
13/07/07,"15023,5",15056,"0,50%","15082,7","14981,1",171217
12/07/07,"14941,8","14803,3","1,20%","14941,8","14672,5",199227
11/07/07,"14766,2","14701,5","-0,40%","14795,4","14601,8",208393
10/07/07,"14823,9","14953,2","-1,00%","15021,1","14751,5",190935
09/07/07,"14974,7","15102,3","-0,60%","15145,9",14951,139620
06/07/07,"15058,3","14901,4","1,00%","15058,3","14875,2",163156
05/07/07,"14907,4","15022,1","-0,50%","15025,7",14885,157415
04/07/07,"14989,7",14884,"0,80%","15000,7","14878,1",144833
03/07/07,"14869,4","14863,5","0,40%","14917,9","14854,9",160350
