"Fecha","Ultimo","Apertura","Diferencia","Maximo","Minimo","Volumen"
13/12/05,"10533,6",10544,"-0,10%","10561,8","10501,9",117078
12/12/05,10540,"10521,7","0,50%","10587,9",10500,112182
09/12/05,"10489,3","10453,3","-0,10%","10501,1","10438,3",96865
08/12/05,"10495,8",10437,"-0,10%","10495,8","10423,9",109519
07/12/05,"10506,6","10553,9","-0,30%","10555,6",10479,156588
00:00:00,"10539,3","10538,8","0,10%","10562,3","10501,4",96821
05/12/05,"10532,1",10669,"-1,10%",10669,"10495,5",158634
02/12/05,"10649,8","10692,2","-0,30%","10699,5","10611,8",124799
01/12/05,"10678,7",10580,"1,10%","10678,7",10580,135264
30/11/05,"10557,8","10596,8","-0,60%","10604,2","10540,5",136861
29/11/05,"10620,1","10604,2","0,00%","10657,9",10583,120056
28/11/05,"10618,8","10677,2","-0,40%","10716,8","10609,6",148100
25/11/05,"10656,3","10649,3","0,20%","10672,6",10625,97135
24/11/05,"10634,2",10643,"0,10%","10670,4","10593,4",100200
23/11/05,"10626,7","10544,6","1,00%","10631,8","10534,8",157002
22/11/05,"10522,9","10557,4","-0,10%","10559,1","10491,7",121900
21/11/05,"10535,1","10532,9","0,10%","10556,9","10498,2",132635
18/11/05,"10527,1","10502,3","0,80%","10577,3","10485,9",160946
17/11/05,"10445,2","10430,9","0,50%","10468,4","10421,1",149394
16/11/05,"10391,7","10453,5","-0,60%","10455,5","10338,7",192332
15/11/05,"10456,3","10489,6","-0,50%","10508,2",10413,187392
14/11/05,"10504,6","10490,7","-0,10%","10561,7","10473,8",157770
11/11/05,"10510,3","10491,4","0,70%","10518,9","10471,4",165798
10/11/05,"10438,4","10484,9","-0,20%","10491,2","10407,6",164870
09/11/05,"10456,3","10434,1","0,20%","10475,9","10428,1",123832
08/11/05,"10440,2","10440,7","0,20%","10483,2","10410,4",167907
07/11/05,"10420,9","10406,2","0,10%","10455,6",10362,160872
04/11/05,"10412,3","10479,2","-0,60%","10486,7","10389,2",218653
03/11/05,"10476,9","10467,9","0,50%","10500,4","10432,6",290358
02/11/05,"10424,5","10432,4","0,00%","10469,9","10336,1",236306
01/11/05,"10427,2","10469,4","-0,60%","10485,6","10415,1",176241
31/10/05,"10493,8","10417,2","1,50%","10493,8","10412,9",250169
28/10/05,"10339,5","10327,7","0,10%","10362,4",10256,173274
27/10/05,"10328,6","10409,5","-1,40%","10424,6","10327,4",177351
26/10/05,"10473,4","10470,5","0,00%","10544,5","10435,2",187619
25/10/05,"10476,6",10558,"-0,50%","10562,7","10464,4",229000
24/10/05,"10534,5","10359,1","1,60%","10534,5","10347,1",184704
21/10/05,"10368,8","10343,8","-0,10%","10409,8",10326,150341
20/10/05,"10382,3","10469,5","-0,20%","10512,7",10351,189767
19/10/05,"10402,5","10452,2","-1,20%","10454,5","10356,5",227988
18/10/05,"10529,9","10633,3","-0,90%","10663,9","10521,6",140174
17/10/05,"10629,5","10646,7","0,00%","10678,9","10615,4",140334
14/10/05,"10629,3","10645,5","0,60%","10645,5",10513,182493
13/10/05,"10567,1","10689,4","-1,40%","10735,4","10567,1",205297
12/10/05,"10721,8","10766,8","-0,80%","10768,4","10690,8",148341
11/10/05,"10810,2","10795,2","0,10%","10866,2","10795,2",152119
10/10/05,"10800,6","10754,1","0,60%","10819,8",10754,136917
07/10/05,"10732,4","10742,5","-0,20%","10765,3","10698,1",193268
06/10/05,"10750,9","10723,3","-0,70%","10761,9","10680,7",272771
05/10/05,"10823,1","10843,5","-0,90%","10874,3","10822,7",226911
04/10/05,"10919,2","10883,9","0,40%","10919,2","10824,9",153077
03/10/05,"10880,7","10835,8","0,60%","10880,7","10815,4",170259
30/09/05,"10813,9","10834,3","0,30%","10851,4","10793,6",172230
29/09/05,"10780,6","10818,5","-0,20%","10832,9","10751,9",173471
28/09/05,"10801,7","10711,7","1,20%","10818,4","10708,4",233745
27/09/05,"10678,5","10714,4","-0,40%","10725,9","10669,1",249244
26/09/05,"10724,9",10671,"0,90%",10741,"10664,2",242506
23/09/05,"10631,2","10558,4","0,90%","10642,8","10542,1",192114
22/09/05,"10536,6","10486,5","0,30%","10572,5","10464,4",213797
21/09/05,"10500,3","10542,5","-0,80%","10567,5","10494,6",160718
20/09/05,"10583,4",10557,"0,40%","10583,4",10537,130841
19/09/05,10536,"10511,1","0,00%","10561,7","10475,9",122940
16/09/05,"10524,3","10472,5","0,50%","10560,6","10467,6",82762
15/09/05,"10475,7","10451,7","0,20%","10492,1","10432,3",144664
14/09/05,"10459,1","10433,4","0,30%","10483,7","10421,2",142439
13/09/05,"10429,8","10479,6","-0,60%","10514,2","10421,9",151278
12/09/05,"10494,7","10519,9","0,10%","10532,5","10437,1",134854
09/09/05,"10486,6","10450,5","0,40%","10494,2","10444,2",108080
08/09/05,"10441,2","10418,5","0,30%","10445,5","10371,7",146600
07/09/05,10408,"10391,8","0,30%","10421,1","10377,3",165268
06/09/05,"10373,2",10254,"1,20%","10377,5","10253,6",234151
05/09/05,"10250,9","10157,2","1,00%","10250,9","10148,7",114918
02/09/05,10145,"10119,9","0,10%","10184,8","10113,8",140316
01/09/05,"10134,1","10049,9","1,30%","10143,3","10048,4",160975
31/08/05,"10008,9","9916,7","0,90%","10019,7","9906,9",194580
30/08/05,"9922,3","9939,4","-0,20%","9977,9","9922,3",133764
29/08/05,"9938,5","9862,4","0,30%","9946,1","9823,8",124569
26/08/05,"9904,8","9988,7","-0,80%","10014,4","9903,4",117887
25/08/05,"9983,2","10026,6","-0,90%","10030,5","9975,5",126557
24/08/05,"10078,9","10082,3","-0,20%",10096,"10032,9",120465
23/08/05,"10104,1","10158,9","-0,70%","10160,2","10104,1",91914
22/08/05,"10174,8",10149,"0,40%",10183,"10147,8",64210
19/08/05,"10132,9","10062,7","0,90%","10136,5","10055,5",116543
18/08/05,"10037,9","10093,5","-0,60%","10107,5","10029,4",128285
17/08/05,"10094,1","10110,4","-0,50%",10124,"10043,2",125918
16/08/05,"10139,8","10211,8","-0,40%","10223,8","10105,7",77965
15/08/05,"10184,9","10163,8","0,00%","10206,2","10162,5",37718
12/08/05,"10187,2","10253,4","-0,30%","10253,7","10169,8",107336
11/08/05,"10222,1","10189,2","-0,10%","10226,5",10156,4300
10/08/05,"10229,2","10150,2","0,80%","10229,2","10146,7",163649
09/08/05,"10145,6","10074,4","0,30%","10145,6","10062,6",124942
08/08/05,"10115,5","10052,1","0,70%","10128,7","10045,2",99931
05/08/05,"10045,4","10042,8","-0,30%","10082,5",10029,133602
04/08/05,"10074,3",10144,"-0,70%","10147,7","10067,3",178251
03/08/05,"10149,7","10099,9","0,40%","10151,1","10074,9",154226
02/08/05,"10113,9","10048,1","0,40%","10113,9","10043,7",111566
01/08/05,"10068,9","10122,6","-0,50%","10125,7","10058,6",126881
29/07/05,"10115,6","10156,7","-0,10%","10162,4",10083,163029
28/07/05,"10128,8","10114,1","0,40%",10140,"10110,1",141141
27/07/05,"10088,7","10046,7","0,50%",10099,"10046,7",150869
26/07/05,"10043,3","10014,3","0,30%","10052,2","9989,1",132817
25/07/05,"10017,1","10036,7","0,00%",10048,"9979,5",93670
22/07/05,"10018,8","10010,9","0,00%","10044,5","9998,7",122497
21/07/05,"10021,5","10030,4","0,10%",10068,"9962,9",237305
20/07/05,10007,"10016,1","-0,40%","10037,8","9982,1",152387
19/07/05,10045,"9969,2","0,80%",10045,"9966,5",174800
18/07/05,9961,"9944,8","0,20%","9981,6","9927,5",111858
15/07/05,"9943,8","9961,1","-0,20%","9983,5","9920,5",153017
14/07/05,"9965,2","9949,2","0,30%","9996,4","9944,1",175889
13/07/05,"9937,8","9880,6","0,70%","9938,6","9874,5",172227
12/07/05,"9873,4","9904,2","0,00%","9904,2","9841,6",146402
11/07/05,"9876,3","9831,1","0,80%","9878,7","9819,6",157999
08/07/05,"9793,2","9742,3","1,50%","9794,7","9691,3",162053
07/07/05,"9644,4","9799,7","-1,90%","9802,5","9399,3",371852
06/07/05,"9832,5","9824,9","0,30%","9849,5","9811,5",150347
05/07/05,"9807,4","9805,8","-0,10%","9814,9","9766,1",119970
04/07/05,9815,"9808,3","-0,10%","9817,3","9789,4",84605
01/07/05,"9829,1",9731,"0,50%","9829,1","9727,9",144458
30/06/05,"9783,2","9760,8","0,10%","9815,5","9746,9",171555
29/06/05,"9769,2","9719,8","0,90%","9796,9","9714,3",159670
28/06/05,"9682,5","9638,1","0,60%","9685,9","9624,1",164722
27/06/05,"9622,9","9629,7","-0,60%","9644,9","9590,7",203490
24/06/05,"9677,4",9696,"-0,90%","9712,8","9664,7",148921
23/06/05,"9769,6","9727,4","0,40%","9779,4","9725,8",125624
22/06/05,"9726,2","9717,1","0,10%","9752,9","9698,2",139465
21/06/05,"9712,5","9688,3","0,50%","9713,4","9666,1",134697
20/06/05,"9659,5","9670,9","-0,20%","9671,3","9633,9",107511
17/06/05,"9682,3","9633,2","0,60%","9706,2","9617,1",176572
16/06/05,"9624,7","9593,4","0,60%","9642,2","9579,5",133935
15/06/05,"9563,6","9632,4","-0,50%","9643,5","9555,8",153622
14/06/05,"9614,4","9565,5","0,40%","9617,8","9543,8",111544
13/06/05,"9579,2",9564,"0,20%","9579,4","9526,7",108911
10/06/05,"9561,5","9536,3","0,70%",9574,9526,125890
09/06/05,9494,"9459,1","0,10%","9495,6","9444,9",123188
08/06/05,"9487,7","9499,1","-0,50%","9513,3","9458,3",132603
07/06/05,"9535,5","9473,7","0,90%","9537,3","9465,1",149482
06/06/05,"9449,4","9480,7","-0,50%","9497,1",9443,104000
03/06/05,"9497,7","9550,7","-0,40%","9560,8","9487,1",112408
02/06/05,"9539,7","9542,4","-0,10%","9587,4","9519,4",122193
01/06/05,"9550,8","9455,4","1,30%",9551,"9444,1",134709
31/05/05,"9427,1","9466,8","-0,40%","9472,4","9421,4",130217
30/05/05,"9466,8","9363,7","0,90%","9466,8","9352,5",75930
27/05/05,"9381,5",9420,"-0,40%","9428,3","9364,4",82834
26/05/05,"9417,9",9350,"0,70%","9421,9","9343,3",115529
25/05/05,"9351,3","9354,3","-0,20%","9375,9",9333,96940
24/05/05,"9372,4","9403,7","-0,30%","9414,7","9338,9",97269
23/05/05,9397,"9408,9","0,30%","9416,7","9372,6",92359
20/05/05,"9368,5","9403,7","-0,30%","9407,1","9368,5",126393
19/05/05,"9400,1","9386,6","0,40%","9411,5","9361,9",129234
18/05/05,"9364,2","9241,8","1,60%","9364,2","9241,8",186404
17/05/05,"9213,3","9238,3","0,00%","9240,2","9193,6",102893
16/05/05,"9217,7",9222,"-0,10%","9242,2","9193,7",86089
13/05/05,"9222,5","9144,7","0,10%","9222,5","9136,2",117015
12/05/05,"9213,1","9188,3","0,70%","9224,6","9176,9",119640
11/05/05,"9149,9",9140,"0,00%","9188,6","9121,9",151110
10/05/05,"9146,1","9241,7","-0,80%","9241,7","9144,8",146912
09/05/05,"9223,5","9245,6","-0,40%","9250,6","9205,8",125172
06/05/05,"9263,1","9224,4","0,30%","9273,1","9201,6",122342
05/05/05,"9235,5","9232,7","0,40%","9244,9","9211,6",109434
04/05/05,"9195,7","9168,7","0,30%",9196,"9120,8",106960
03/05/05,"9168,3","9094,5","0,50%","9168,3","9083,2",131870
02/05/05,"9119,9","9027,9","1,30%","9139,7","9020,1",98569
29/04/05,"9001,6","8955,7","0,20%","9025,7","8940,5",136499
28/04/05,"8985,4","9015,5","0,00%","9034,1","8950,7",153573
27/04/05,8985,"9066,8","-1,10%","9068,1","8953,6",154321
26/04/05,"9083,7","9115,1","-0,20%","9122,3","9062,3",183728
25/04/05,"9106,2","9050,5","0,10%",9130,"9047,5",123112
22/04/05,"9096,4","9108,9","0,90%","9115,9","9068,5",104642
21/04/05,"9018,7","8975,6","0,00%","9077,4","8968,8",137772
20/04/05,"9016,6","9091,3","-0,30%","9093,8","8997,7",132079
19/04/05,"9046,2","9050,5","0,20%","9073,6",9021,220010
18/04/05,"9025,8","9046,6","-1,40%","9054,8","8938,9",241332
15/04/05,"9155,2","9275,2","-2,20%","9278,5","9155,2",191214
14/04/05,"9364,5","9316,8","-0,10%","9382,6","9308,9",130650
13/04/05,"9373,9","9359,8","0,80%","9377,2","9348,9",122479
12/04/05,"9303,1",9334,"-0,30%","9335,7","9272,1",102252
11/04/05,"9334,8",9341,"-0,50%","9355,7","9311,2",132922
08/04/05,"9385,8","9439,1","-0,10%","9442,2","9369,7",109949
07/04/05,"9392,4",9377,"0,10%","9407,1",9335,132092
06/04/05,"9382,1","9320,3","0,90%","9382,1","9316,6",140768
05/04/05,"9298,1","9246,4","1,00%","9304,3","9239,3",119126
04/04/05,9206,"9257,3","-0,90%",9261,"9164,3",189303
01/04/05,"9289,5","9254,7","0,30%","9338,3","9244,7",168740
31/03/05,"9258,8","9333,7","-0,20%","9355,8","9240,5",150740
30/03/05,"9280,1","9277,3","-0,50%","9305,1","9245,5",107039
29/03/05,"9324,1","9266,1","0,20%","9331,2","9234,1",110772
24/03/05,"9309,3","9265,2","0,60%","9329,1","9244,9",90959
23/03/05,"9252,1",9206,"-0,50%","9277,1","9196,8",126386
22/03/05,"9299,2","9234,1","0,80%","9306,2","9209,5",136037
21/03/05,"9225,4","9236,9","-0,40%","9287,1","9215,7",141049
18/03/05,"9263,9","9254,4","0,30%","9300,8","9239,7",164952
17/03/05,"9235,8","9197,9","0,40%","9260,9",9158,156500
16/03/05,"9201,2","9335,2","-1,60%","9337,4","9192,2",184593
15/03/05,"9354,7","9311,3","0,60%","9359,2","9306,8",139235
14/03/05,"9296,5","9318,8","-0,40%","9360,9","9280,4",117757
11/03/05,"9330,2","9370,7","0,10%","9385,8","9317,4",109849
10/03/05,"9319,4","9365,8","-1,00%","9366,8","9296,9",160949
09/03/05,"9410,3","9496,7","-0,70%","9527,4","9410,3",162345
08/03/05,"9480,2",0,"-0,70%","9541,9","9480,2",134564
07/03/05,"9545,9","9568,1","0,10%","9581,8",9525,120914
04/03/05,9538,"9411,9","1,30%",9538,"9410,7",136391
03/03/05,"9418,8","9436,5","-0,30%","9460,6",9412,155476
02/03/05,"9443,6","9464,6","-0,30%","9467,5","9390,1",133149
01/03/05,"9472,3","9372,2","0,90%",9476,"9370,8",39543
28/02/05,"9387,8","9454,4","-0,50%","9467,1","9380,9",140910
25/02/05,"9430,7","9416,2","0,80%","9444,6","9408,7",58559
24/02/05,"9346,4",0,"-0,10%","9380,4","9336,8",12146
22/02/05,"9316,8","9448,3","-1,60%","9455,2","9311,6",96007
21/02/05,"9464,6","9577,6","-1,10%","9596,3","9453,8",34027
18/02/05,"9570,1","9591,3","-0,20%","9606,5","9557,1",119350
17/02/05,"9585,7","9584,5","0,10%","9638,5","9573,1",167372
16/02/05,"9575,6",9618,"-0,60%","9619,8","9540,2",90566
15/02/05,"9634,3",9579,"0,50%","9647,7","9574,8",57957
14/02/05,9585,"9588,1","0,00%","9592,2","9559,4",132386
11/02/05,"9588,3","9481,1","1,50%","9588,3","9468,1",27571
10/02/05,"9451,2","9447,8","0,00%","9479,9","9417,8",137090
09/02/05,"9450,8","9485,5","-0,30%","9486,6","9410,4",12417
08/02/05,"9479,2","9474,7","0,20%","9490,5",9442,18400
07/02/05,"9461,7","9449,1","0,40%","9487,1","9446,2",11345
04/02/05,"9422,5","9321,2","1,20%","9422,5","9319,3",15461
03/02/05,"9310,4","9309,9","0,00%","9331,6","9280,8",18827
02/02/05,9307,"9260,2","0,50%","9315,8","9247,3",45568
01/02/05,9257,"9218,9","0,40%",9257,"9193,6",42064
31/01/05,"9223,9","9163,2","0,90%","9224,6","9161,9",32064
28/01/05,"9139,4","9124,7","0,20%","9164,6","9115,9",23296
27/01/05,"9125,3","9080,6","0,70%","9125,3","9060,1",34342
26/01/05,"9058,1","9044,6","0,30%","9075,2","9028,4",7081
25/01/05,"9033,2","8954,9","0,70%","9045,5","8950,5",29448
24/01/05,"8967,1","8981,9","-0,40%","8984,3",8907,24530
21/01/05,"8999,4","9001,2","-0,20%","9029,6","8985,3",59012
20/01/05,"9017,7","9034,8","-0,80%","9055,6","9002,4",49246
19/01/05,"9087,6",9113,"-0,10%","9137,1","9086,5",143214
18/01/05,"9096,9","9085,8","0,00%","9104,8","9040,7",28317
17/01/05,"9094,4","9040,2","0,80%","9094,4","9040,2",8331
14/01/05,"9025,1","8970,3","0,10%","9033,6","8968,4",57703
13/01/05,"9016,8","8974,8","0,80%","9016,8",8972,86089
12/01/05,"8945,7","8971,4","-0,20%","8983,6","8919,9",10721
11/01/05,"8966,4","9039,4","-0,70%","9052,2","8952,1",45392
10/01/05,"9028,5","9045,6","-0,10%","9058,8","9003,6",23603
07/01/05,"9041,1","9055,4","0,20%","9072,9","9008,9",2769
05/01/05,"9024,4","9064,4","-1,00%","9066,2","9018,7",12748
04/01/05,9120,"9117,6","0,00%","9139,9","9094,2",11201
03/01/05,"9124,1","9085,2","0,50%","9154,3","9057,5",14846
30/12/04,"9080,8","9105,4","-0,20%","9118,8","9080,8",117482
29/12/04,"9100,7","9087,9","0,30%","9100,7","9063,1",70450
28/12/04,"9077,1","9050,2","0,30%","9077,1","9045,5",40699
27/12/04,"9050,7","9048,6","0,00%","9075,7","9039,8",24420
23/12/04,"9054,2","9018,5","0,30%","9054,2","9015,6",12045
22/12/04,9025,"8975,9","0,90%","9030,7","8967,6",55130
21/12/04,"8941,8",8907,"0,50%","8941,8","8898,9",12679
20/12/04,"8894,5","8866,8","0,30%","8922,7","8858,4",28754
17/12/04,8866,"8904,3","-0,40%","8926,3","8812,1",18923
16/12/04,"8898,8","8886,8","0,30%","8911,3","8877,1",6035
15/12/04,"8871,2",8917,"-0,30%",8932,"8871,2",22225
14/12/04,"8893,8","8916,5","0,10%","8932,5","8879,6",12694
13/12/04,"8887,9","8834,9","0,70%","8892,3","8834,3",8188
10/12/04,"8827,2","8805,3","0,60%","8831,1","8796,1",2939
09/12/04,"8775,6","8830,2","-0,50%","8844,1","8761,6",8488
07/12/04,"8818,4",8779,"0,30%","8838,5","8772,2",4781
03/12/04,"8787,9","8813,2","-0,30%","8839,6","8762,3",4721
02/12/04,"8811,4","8811,4","0,40%","8828,6","8768,2",156619
01/12/04,"8773,9","8676,5","0,90%","8797,9","8673,3",4631
30/11/04,8693,"8697,6","-0,30%","8729,4","8674,4",160687
29/11/04,"8715,5","8733,4","-0,30%","8784,1",8700,6793
26/11/04,"8739,2","8742,6","-0,20%","8742,9","8706,7",29673
25/11/04,"8755,4","8682,5","1,00%","8755,4","8674,8",26152
24/11/04,8668,"8651,8","0,70%","8676,2","8621,6",131141
23/11/04,"8607,2","8644,1","0,00%","8660,6","8586,4",6004
22/11/04,"8603,4","8549,9","-0,30%",8609,"8534,3",10559
19/11/04,"8625,9","8644,6","-0,10%","8702,8","8611,5",8278
18/11/04,"8636,3","8588,2","0,10%","8645,6","8584,4",28636
17/11/04,8624,"8477,2","2,00%",8624,"8474,3",89626
16/11/04,"8458,2","8535,1","-0,70%","8546,1","8440,6",64694
15/11/04,"8520,1","8591,8","-0,30%","8600,1","8509,3",11173
12/11/04,8550,"8589,8","-0,10%","8598,9","8543,8",16284
11/11/04,"8558,5","8516,5","0,40%","8564,7","8483,4",14737
10/11/04,"8527,9","8560,9","-0,30%","8585,3",8521,188019
09/11/04,"8549,6","8573,8","-0,30%","8580,7","8538,8",15720
08/11/04,"8578,1","8563,8","0,10%","8587,3","8543,8",3175
05/11/04,"8570,6","8590,2","0,40%","8613,9","8555,2",7148
04/11/04,"8533,8","8530,3","0,10%","8541,3","8482,3",6182
03/11/04,"8525,7","8551,9","0,20%","8576,6","8510,6",5527
02/11/04,"8503,8","8468,1","1,00%",8504,"8463,6",151722
29/10/04,"8418,3","8430,2","-0,20%","8490,1","8412,8",4641
28/10/04,"8435,4","8366,8","1,20%","8435,4","8366,4",11783
27/10/04,"8338,4",8283,"1,30%","8338,4","8253,4",19843
26/10/04,"8232,5","8254,1","0,00%","8268,5","8200,3",8345
25/10/04,"8230,2","8286,3","-1,70%","8290,6","8226,8",12637
22/10/04,"8372,4","8355,1","0,30%",8403,"8340,8",5484
21/10/04,"8345,6","8313,7","0,70%","8356,3","8307,3",19702
20/10/04,"8288,6","8290,9","-0,70%",8302,"8272,4",3308
19/10/04,"8347,7","8314,3","1,00%","8367,4",8313,5472
18/10/04,8267,"8282,3","0,10%","8309,2","8253,2",6290
15/10/04,"8261,1","8227,6","0,10%","8261,1","8205,5",25336
14/10/04,"8255,5","8261,5","-0,50%","8278,8","8225,6",6492
13/10/04,"8296,4","8286,3","-0,10%","8332,2","8279,5",4435
11/10/04,"8301,7","8303,7","-0,30%","8320,3","8284,5",10746
08/10/04,"8323,2","8290,9","-0,10%","8379,3","8289,5",13341
07/10/04,"8332,7","8332,8","0,10%",8363,"8301,6",10777
06/10/04,"8323,6","8301,3","0,20%","8349,5","8280,1",7627
05/10/04,"8305,3","8289,8","0,00%","8338,5","8267,4",12259
04/10/04,"8304,9","8235,1","1,00%","8335,4","8235,1",14381
01/10/04,"8220,6","8037,7","2,40%","8220,6","8037,7",17258
30/09/04,"8029,2","8082,2","-0,20%","8099,6","8029,2",8906
29/09/04,8048,"8009,9","0,70%","8070,3","7987,3",26290
28/09/04,"7988,3","7930,5","0,60%","7993,1","7912,3",16080
27/09/04,"7939,7","7971,5","-0,60%","7988,3","7927,2",9416
24/09/04,"7986,1","7978,9","-0,10%","7996,8","7957,3",14024
23/09/04,"7990,9","7991,4","-0,40%","8008,6","7965,4",17770
22/09/04,"8021,7",8064,"-0,60%","8076,8",8009,19271
21/09/04,"8071,1","8038,2","0,20%","8081,3","8035,8",13927
20/09/04,"8053,5","8089,8","-0,40%","8089,9","8016,3",10994
17/09/04,"8085,3","8091,1","0,10%","8118,2","8060,2",5181
16/09/04,"8078,8",8063,"0,20%","8085,1","8048,5",10208
15/09/04,"8060,7","8075,9","-0,40%","8112,7","8045,5",15273
14/09/04,"8091,8","8108,9","-0,30%","8109,3","8071,8",8655
13/09/04,"8120,1","8074,8","0,80%","8131,2","8073,9",28238
10/09/04,"8055,9","8044,5","0,20%","8079,3",8040,51856
09/09/04,"8039,1","8065,3","-0,70%","8067,6","8034,7",20854
08/09/04,"8096,4","8102,8","-0,20%","8112,9","8078,1",25936
07/09/04,"8112,1","8101,8","0,10%","8116,7","8081,6",19664
06/09/04,"8107,6","8065,6","0,60%","8108,9","8055,7",102144
03/09/04,"8061,1","7971,7","1,00%","8071,2","7971,7",68881
02/09/04,"7983,9","7940,3","0,60%","7999,7","7915,1",13252
01/09/04,"7938,9","7894,8","0,90%","7952,8","7893,8",7525
31/08/04,"7869,5","7862,2","-0,20%","7930,5",7854,37232
30/08/04,"7881,7","7894,8","0,00%","7906,5","7870,3",4457
27/08/04,"7882,3","7842,6","0,60%","7882,3","7811,4",1084
26/08/04,"7838,2",7828,"0,70%","7853,3","7819,8",1685
25/08/04,"7784,1","7799,8","-0,10%",7817,"7761,5",11721
24/08/04,"7792,7","7785,4","0,00%","7816,8","7767,6",86942
23/08/04,"7788,9","7756,5","1,10%",7810,"7741,7",1605
20/08/04,"7707,1","7712,5","-0,40%","7724,4","7668,5",2511
19/08/04,"7734,5","7747,1","0,30%","7772,9",7726,15653
18/08/04,"7709,1","7670,4","0,50%","7709,1","7641,5",1196
17/08/04,"7670,7","7650,4","1,20%","7696,4","7605,9",16434
13/08/04,"7578,3","7567,1","-0,60%","7594,2","7538,7",10979
12/08/04,"7624,2","7601,6","0,20%","7675,6","7568,4",9045
11/08/04,"7607,7","7693,8","-0,60%","7700,3","7544,9",8560
10/08/04,"7654,7","7623,1","0,30%","7655,6","7614,6",5110
09/08/04,"7633,6","7676,9","-0,60%","7691,6","7599,2",60210
06/08/04,7681,"7768,9","-2,00%","7784,7",7681,12184
05/08/04,"7836,5","7833,3","0,30%","7873,2",7829,10658
04/08/04,"7812,3","7864,6","-1,00%","7864,6","7778,2",5677
03/08/04,"7894,2","7868,7","0,30%","7899,8","7865,1",101408
02/08/04,7869,7880,"-0,60%","7884,8","7839,4",10544
30/07/04,"7919,3","7892,5","0,60%","7924,7","7856,3",50183
29/07/04,"7872,8","7843,1","0,80%","7886,7",7829,12495
28/07/04,"7809,1","7905,9","-0,40%","7906,2","7788,1",25295
27/07/04,"7842,3","7763,1","1,30%","7842,3","7735,3",4289
26/07/04,"7740,9","7829,3","-1,40%","7843,1","7715,1",45630
23/07/04,"7848,8","7939,3","-1,00%","7947,4","7829,3",8890
22/07/04,"7925,2","7969,7","-1,30%","7969,7","7912,4",6400
21/07/04,"8031,4","8045,3","0,50%","8061,5","8018,7",4401
20/07/04,7990,"7959,8","0,10%","8005,4","7932,6",5913
19/07/04,"7981,4","7983,9","-0,40%","8004,1","7962,9",10919
16/07/04,"8010,9","7986,4","0,30%","8042,7","7986,1",3247
15/07/04,"7983,1","8031,2","-0,60%","8051,6","7983,1",1918
14/07/04,"8029,6","8052,5","-0,60%","8057,7","7963,9",125620
13/07/04,"8076,5","8080,1","0,30%","8100,3","8068,4",20467
12/07/04,"8053,6","8031,8","0,10%","8132,8","8030,5",38779
09/07/04,"8047,5","8037,9","-0,50%","8053,9","7993,6",8261
08/07/04,8085,"8056,6","0,30%",8085,"8009,3",4907
07/07/04,"8063,8","8021,7","0,50%","8098,9","8021,3",9378
06/07/04,"8022,8","8080,8","-0,50%","8081,7","8001,7",12194
05/07/04,"8060,3","8030,4","0,30%","8072,6","8025,2",75200
02/07/04,"8034,6","8046,6","-0,60%","8070,6","8012,7",18060
01/07/04,"8085,3","8095,8","0,10%","8141,5","8043,4",3124
30/06/04,"8078,3",8135,"-0,70%","8156,4","8078,3",66455
29/06/04,"8131,2","8160,2","-0,70%","8163,7","8116,9",9826
28/06/04,"8184,4","8101,7","0,80%",8193,"8101,7",47038
25/06/04,"8120,5","8136,9","-0,50%","8172,1","8104,2",1041
24/06/04,"8162,6","8151,5","0,70%","8189,8",8143,19417
23/06/04,"8107,2","8072,3","0,60%","8107,2","8066,7",8590
22/06/04,"8056,5","8115,3","-0,90%","8117,7","8031,6",29920
21/06/04,"8129,3","8130,3","0,20%","8203,9","8113,5",8679
18/06/04,"8109,2","8071,6","0,10%","8135,1","8064,2",46376
17/06/04,"8102,9","8081,3","0,40%","8129,8","8060,3",40452
16/06/04,"8069,3","8055,2","0,50%","8073,7","8029,6",32086
15/06/04,"8028,6","7973,9","0,80%","8042,9",7961,46757
14/06/04,"7965,2","8030,7","-1,20%","8050,4","7939,3",24066
11/06/04,"8062,3","8078,6","-0,40%","8078,6","8035,7",198402
10/06/04,"8097,7","8051,2","0,30%",8100,"8049,8",42263
09/06/04,"8075,2","8127,5","-0,40%","8152,1","8067,6",59251
08/06/04,"8103,7","8135,8","-0,10%",8147,"8093,5",50064
07/06/04,8109,"8054,6","1,20%","8111,9","8054,6",6698
04/06/04,"8010,7","7910,5","1,40%","8019,2","7888,3",44435
03/06/04,"7901,9","7912,7","-0,10%","7913,3","7836,1",72395
02/06/04,"7908,7","7884,6","0,80%","7964,4","7882,5",59228
01/06/04,"7848,4","7932,4","-1,40%","7939,1","7837,2",38767
31/05/04,"7959,3","7927,9","0,10%","7963,9","7916,9",28249
28/05/04,"7951,6","8018,9","-0,20%","8029,1",7944,59090
27/05/04,"7965,4","7933,3","0,50%","7996,9","7922,8",42333
26/05/04,"7926,1","7952,5","1,10%","7974,3","7901,1",21336
25/05/04,"7841,5","7832,1","-0,50%","7852,9","7793,8",22284
24/05/04,"7883,9","7857,5","1,00%","7955,6","7828,4",68053
21/05/04,"7806,5","7849,2","-0,10%","7881,7","7770,6",30890
20/05/04,"7817,2","7828,1","-1,00%","7835,1","7765,7",34009
19/05/04,7900,"7821,5","2,30%","7922,6","7784,1",33008
18/05/04,"7724,9","7724,5","0,70%","7749,9","7694,9",21534
